,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,customer_lifetime_value_transformed,total_claim_amount_transformed
2681,6189.122455,0,90,4,18,0,5,648.0,8.730548587454109,6.473890696352274
2682,5643.724704,33317,72,18,31,1,3,345.6,8.638299535029004,5.845282036929901
2683,5332.462694,68931,66,32,30,0,7,309.577946,8.581568454352913,5.735209905328191
2684,2121.313061,0,67,6,60,1,1,321.6,7.659790544332843,5.773308537304811
2685,8281.740124,19189,108,21,9,0,3,518.4,9.021808385202188,6.250747145038065
2686,7835.929299,49390,195,31,15,0,1,738.05105,8.966474756435673,6.604012995649835
2687,2552.913868,33124,67,35,7,0,1,80.119997,7.844990679108709,4.3835254733537825
2688,2795.410029,40516,70,21,31,0,1,137.168874,7.93573407572413,4.9212128236646135
2689,8007.399376,0,112,12,93,0,3,537.6,8.988121315185188,6.28711478920894
2690,6886.324494,34615,87,6,73,0,7,417.6,8.837292766517487,6.034524036568429
2691,5106.781547,29894,72,9,69,4,3,16.510134,8.538324650522263,2.8039743741922556
2692,5612.375586,0,79,32,2,0,3,379.2,8.632729364499689,5.938063770380866
2693,5658.912313,0,84,32,96,0,4,847.490817,8.640986981881989,6.742280003797672
2694,7263.599744,86732,180,0,95,0,1,204.373113,8.89063081744141,5.31994730858137
2695,8712.157741,68516,216,17,0,0,1,95.693949,9.072474770624272,4.561155067619755
2696,9198.685111,31562,115,14,6,0,3,552.0,9.126815830105315,6.313548046277095
2697,5162.370678,0,74,33,92,0,4,582.420512,8.549151186689182,6.367192716042494
2698,6289.946999,24477,79,15,32,0,3,379.2,8.746707923426872,5.938063770380866
2699,3649.708655,0,100,31,80,0,1,480.0,8.202402622842763,6.173786103901937
2700,6766.558551,20046,87,15,59,0,3,417.6,8.819747898549396,6.034524036568429
2701,4631.011293,78152,114,18,35,0,1,547.2,8.440530545043963,6.3048143663083405
2702,6810.52531,0,65,7,47,0,2,733.522405,8.826224534200879,6.597858142447144
2703,9378.634228,36067,117,30,78,0,3,561.6,9.146189426708046,6.330789852711601
2704,15762.53198,44362,66,15,75,0,2,142.113373,9.665391009137096,4.956625140456851
2705,2635.505781,77350,66,11,4,0,1,316.8,7.876830389804524,5.758270659940271
2706,5741.72743,86641,71,17,79,0,6,161.752532,8.655515390031482,5.086067587045199
2707,8414.942855,72258,105,8,50,0,4,12.497538,9.037764315752176,2.5255316649090873
2708,9123.911266,70737,114,25,12,0,4,741.655597,9.118653858017224,6.608884980427588
2709,15994.008,0,159,19,75,0,2,1410.16929,9.67996943107928,7.251465039994916
2710,9022.08313,0,125,7,99,0,3,988.535078,9.107430532069097,6.896224128071091
2711,4759.664624,0,81,10,80,3,3,388.8,8.467932487600388,5.963065072586284
2712,3993.882994,17672,110,28,16,0,1,792.0,8.292519218103475,6.674561391814426
2713,18853.73945,0,173,24,21,0,2,1245.6,9.844466552511928,7.127372620519789
2714,8840.193762,47297,115,10,46,4,4,796.130111,9.087064074169756,6.679762628517053
2715,6696.903521,57240,83,18,79,0,7,83.652384,8.80940053750495,4.42666992672786
2716,8476.082867,28181,109,32,41,0,3,523.2,9.045003696003919,6.259963800142989
2717,5205.748188,31275,66,26,0,0,3,316.8,8.557518714811096,5.758270659940271
2718,6141.961623,0,182,24,45,0,1,1310.4,8.722899452690788,7.1780877130988054
2719,4376.363592,63774,111,18,63,0,1,60.036683,8.383973428401593,4.094955758736785
2720,12375.02163,78441,103,6,73,0,2,613.866905,9.423435335314151,6.419778137548781
2721,3451.10244,0,104,19,65,2,1,499.2,8.146449006806959,6.213006817055218
2722,8107.26533,0,76,0,91,0,2,364.8,9.00051589295837,5.899349258200177
2723,8662.048958,0,117,0,65,0,4,511.422666,9.066706573802007,6.237196383345392
2724,8696.907111,91423,109,3,71,1,5,435.796252,9.070722736953217,6.077174822198181
2725,2535.266473,86933,63,3,64,0,1,269.563038,7.838054028055061,5.596802270232641
2726,5633.741543,65255,72,3,65,2,3,321.457124,8.636529072872158,5.7728641724202046
2727,5176.730072,41533,65,2,46,0,9,232.879766,8.551928875693239,5.450522294627519
2728,5531.723723,50097,71,25,81,0,5,17.484679,8.618254749925088,2.8613250117537383
2729,2810.671023,73858,72,8,59,3,1,422.59237,7.941178532040675,6.046408050120716
2730,2780.729047,94943,69,3,22,0,1,387.545055,7.930468419426219,5.959832113002198
2731,2572.452634,72685,68,20,97,5,1,14.464783,7.852615055099433,2.6717169365872615
2732,7664.219255,60184,199,7,44,1,1,161.61574,8.944317927670502,5.085221542333925
2733,3839.746159,0,106,29,38,0,1,763.2,8.253161538969696,6.637520120134077
2734,2509.268453,74045,64,23,83,0,1,307.2,7.827746536657106,5.727499001273517
2735,14566.09246,52564,122,33,28,0,2,42.131925,9.586451672416645,3.740805766853087
2736,3220.775528,19098,87,35,3,0,1,417.6,8.077377456744392,6.034524036568429
2737,3199.824902,78784,80,33,72,0,1,239.964694,8.070851369165727,5.4804918041871655
2738,16045.10952,0,65,10,10,0,2,163.046956,9.683159379323092,5.094038232941156
2739,4918.916267,29256,63,33,41,0,5,302.4,8.500843514288189,5.711750644305378
2740,5623.757656,77912,71,2,21,1,3,23.89816,8.634755341523649,3.1738014685260807
2741,5677.465907,45345,72,28,86,0,3,99.039453,8.644260269029935,4.595518285900033
2742,3016.444225,25630,86,8,63,0,1,412.8,8.011834007738052,6.022963214167353
2743,5279.124682,22280,68,10,48,0,3,169.414572,8.571515583033054,5.132348799769814
2744,4803.935174,0,69,31,25,0,7,496.8,8.477190688937304,6.208187530619269
2745,2608.786334,61567,65,35,78,0,1,39.532978,7.866640386037592,3.6771352096595056
2746,7832.569008,34644,66,7,36,0,2,316.8,8.966045833256734,5.758270659940271
2747,4260.33573,26991,119,34,65,0,1,856.8,8.357103246017237,6.753204519133539
2748,2369.369299,49746,61,5,88,0,1,624.42874,7.770379080147947,6.436837215769072
2749,20604.01627,0,72,8,61,1,2,723.010515,9.93324130033766,6.583423765621473
2750,2652.067994,49625,66,29,9,0,1,261.549577,7.883094989740283,5.566623852533722
2751,2597.864075,49308,65,7,97,0,1,150.235884,7.862444876770245,5.012206618918537
2752,7712.436971,63624,95,10,5,0,5,175.243467,8.950589495862584,5.166176247045814
2753,4698.88415,80358,116,19,2,0,1,443.637243,8.455080344617155,6.095007208218989
2754,3403.919366,38460,88,15,1,1,1,91.55098,8.132682801398598,4.5168959755962685
2755,4355.702301,0,64,22,22,0,4,460.8,8.37924113943091,6.132964109381682
2756,11095.97445,0,101,10,48,0,2,727.2,9.314337659360438,6.589201542863269
2757,3300.684961,0,92,3,9,0,1,711.323244,8.101885289855552,6.567126959400404
2758,6981.081694,34835,89,1,45,2,9,294.691896,8.850959154236838,5.685930390213861
2759,16922.12519,93836,139,1,19,0,2,497.353106,9.736377227518776,6.209300248677947
2760,7639.670244,34075,196,8,87,0,1,451.896687,8.941109719448965,6.113453585122381
2761,19237.77089,35624,66,6,55,2,2,227.44626,9.86463085939952,5.426913990706499
2762,2915.649943,83218,72,6,42,0,1,245.103885,7.977848038940166,5.501682141081641
2763,4196.429642,24641,105,12,82,0,1,504.0,8.341989357506009,6.222576268071369
2764,16473.16905,22828,106,11,54,0,2,508.8,9.70948821814164,6.232055012025913
2765,2657.570431,0,71,22,25,0,1,340.8,7.885167612593039,5.83129579495516
2766,3267.709691,28729,90,26,19,3,1,338.744392,8.091844618190605,5.825245817075325
2767,2584.532849,72731,65,10,7,0,1,125.704164,7.857300054557257,4.833931241539179
2768,5503.919257,59932,71,16,77,1,3,116.600107,8.613215709629122,4.758750191583209
2769,8021.067105,54292,67,4,26,0,2,321.6,8.989826747495748,5.773308537304811
2770,19606.35999,0,194,0,22,0,2,931.2,9.883609281869061,6.836474076977173
2771,1904.000852,0,63,22,7,3,1,302.4,7.5517126628302025,5.711750644305378
2772,7288.297591,59414,91,23,21,0,3,340.32278,8.894025271119322,5.829894520200885
2773,5553.521059,96587,138,31,99,0,1,749.244062,8.622187430623033,6.6190647809067755
2774,11702.34819,0,111,15,12,0,2,532.8,9.367544800648297,6.27814611922618
2775,36897.79765,0,133,0,59,0,2,638.4,10.515907143965599,6.458965046135599
2776,2957.102851,94362,74,21,96,0,1,195.405949,7.991965301459291,5.275079184385768
2777,19643.54421,84488,61,33,71,0,2,208.885686,9.885504024385371,5.341787145391501
2778,4111.888285,65085,103,20,55,0,1,480.073548,8.321637638721196,6.173939317164185
2779,15122.99194,0,72,35,86,0,2,518.4,9.623971509787562,6.250747145038065
2780,12807.09083,0,69,32,21,0,2,450.760925,9.457754267616117,6.110937099171847
2781,2500.241685,0,67,4,44,0,1,664.128009,7.824142680183662,6.498474915534418
2782,4260.709139,0,62,1,73,0,3,446.4,8.35719088996372,6.101215411067101
2783,2609.533154,60798,66,21,57,0,1,316.8,7.866926616118682,5.758270659940271
2784,10796.44832,30761,69,16,16,2,2,331.2,9.286972499766987,5.8027224225111045
2785,2590.654042,25981,65,33,38,0,1,77.54669,7.859665648683019,4.350880206571085
2786,29199.81072,67739,149,4,76,0,2,270.373444,10.281917506043582,5.599804129286714
2787,4194.659772,25581,105,9,21,0,1,429.695284,8.341567512394146,6.063076315621816
2788,10314.52484,99759,65,12,25,3,2,74.463101,9.241308359490379,4.310303714099001
2789,9028.307862,76514,112,19,0,0,3,573.941286,9.108120238153527,6.352527101889064
2790,3954.344534,18375,103,8,50,0,1,535.080276,8.282570135493408,6.282416784237973
2791,6089.517361,21832,84,29,39,0,3,403.2,8.714324106496088,5.999432716757159
2792,12827.42831,0,117,25,43,0,2,842.4,9.459340994026384,6.736254960819766
2793,9135.291575,95330,113,1,1,0,3,542.4,9.119900386748263,6.296003736626186
2794,7902.681227,0,106,21,25,0,9,634.396608,8.974957376696164,6.452674323521981
2795,14827.91055,0,68,31,69,2,2,326.4,9.604266531746358,5.788123623089952
2796,2500.834374,25899,63,20,36,0,1,302.4,7.824379704774283,5.711750644305378
2797,5395.346288,0,74,13,30,0,4,355.2,8.593292062472015,5.872681011118015
2798,2651.615963,33201,66,9,56,0,1,314.044227,7.8829245304879,5.74953382630825
2799,2119.894333,18287,61,6,56,4,1,292.8,7.65912152349933,5.679489782087156
2800,7155.471967,76506,89,35,65,0,8,427.2,8.87563265305756,6.057252287645985
2801,5994.226432,41859,76,18,58,0,5,166.1306,8.698552023606206,5.112774226021312
2802,22647.21772,27504,91,26,45,0,2,436.8,10.027792285396885,6.079475424430695
2803,2833.797966,45360,73,16,71,0,1,350.4,7.949373128365736,5.859075359062237
2804,22332.43946,49078,97,10,3,0,2,484.013411,10.0137955847249,6.182112615010439
2805,5846.41534,0,90,16,66,2,6,648.0,8.673583990017136,6.473890696352274
2806,2867.211836,91810,71,27,43,0,1,165.520952,7.961095350841287,5.109097784991555
2807,14435.66453,70600,122,26,5,1,2,636.982333,9.577457127060963,6.4567419204936725
2808,5237.477743,33554,131,25,36,0,1,934.656068,8.563595314674824,6.8401786199071
2809,7710.912153,77642,64,20,14,0,2,282.146354,8.950391767341662,5.642425922127155
2810,5158.576449,25963,66,11,35,0,9,298.954932,8.548415938436431,5.7002928329329245
2811,5414.897604,57452,136,25,10,1,1,652.8,8.59690924956101,6.481270803649897
2812,2903.749709,0,77,15,89,0,1,491.66348,7.973758183869375,6.197794498728874
2813,5575.751228,91416,69,4,39,0,5,109.904496,8.626182336667473,4.699611770490895
2814,2616.409509,22000,69,27,36,0,1,383.224514,7.869558240463575,5.94862101586688
2815,4617.838205,41167,118,16,4,0,1,554.957693,8.437681953570921,6.318891882012041
2816,20123.86854,0,70,18,23,0,2,504.0,9.909661879091363,6.222576268071369
2817,3200.795405,0,86,8,37,0,1,412.8,8.07115462196339,6.022963214167353
2818,8583.854913,53944,71,13,20,0,2,340.8,9.057638382140667,5.83129579495516
2819,4349.30875,75648,108,28,10,0,1,112.660916,8.377772203409531,4.724382564092133
2820,4729.593583,29414,64,2,32,0,3,71.303109,8.46159455453855,4.2669399309576805
2821,5015.009472,48567,130,12,15,0,1,624.0,8.52019058912805,6.436150368369428
2822,5797.604861,69276,74,14,22,2,8,201.327931,8.665200156245113,5.3049350761252425
2823,3475.07136,0,96,6,60,0,1,460.8,8.153370293039846,6.132964109381682
2824,8542.218196,50117,107,13,98,0,4,462.654347,9.052775994975898,6.136980224522508
2825,16473.16905,22828,106,11,54,0,2,508.8,9.70948821814164,6.232055012025913
2826,6776.353402,0,96,0,38,0,3,818.730215,8.821194389930545,6.70775462177199
2827,9713.156737,0,136,7,34,0,3,979.2,9.181236610099067,6.886735911758062
2828,4429.193391,20868,112,14,11,0,1,537.6,8.395972767679789,6.28711478920894
2829,2435.535995,40921,62,0,50,2,1,10.560419,7.797922132443482,2.357112955521266
2830,9863.502214,99654,121,13,95,0,3,272.788141,9.196596578647831,5.6086954536167735
2831,8207.858272,0,110,16,17,0,5,686.90827,9.012847300204943,6.532200760745555
2832,2781.446975,56218,72,17,74,2,1,302.942519,7.930726565878667,5.713543081242231
2833,5807.994569,70717,72,20,89,0,5,37.28874,8.666990621414664,3.6186914044002307
2834,8395.272249,62989,71,3,18,1,2,319.131547,9.035423998884553,5.765603390823202
2835,14333.92489,41459,71,8,4,0,2,340.8,9.570384376551297,5.83129579495516
2836,11003.54385,0,102,20,7,1,2,489.6,9.3059726680773,6.193588731198116
2837,4049.807215,42512,105,15,72,1,1,77.479316,8.306424557733042,4.350011010415161
2838,2141.750757,0,61,5,90,0,1,437.040616,7.669378884293373,6.080026133568438
2839,5079.843625,83288,124,18,70,0,1,353.397699,8.533035757618423,5.867594048828745
2840,2895.522489,46267,72,4,73,0,1,231.969205,7.970920853515323,5.446604625787
2841,9031.214859,0,122,15,47,0,9,650.52179,9.10844217324229,6.4777747947013
2842,6554.390004,74424,81,26,74,0,9,388.8,8.787890333744054,5.963065072586284
2843,7487.744636,0,72,15,70,0,2,693.084662,8.921022914477614,6.541152159116243
2844,15118.89548,58883,62,1,47,0,2,432.480275,9.623700596800672,6.06953671839549
2845,9007.431501,41539,116,11,35,0,3,556.8,9.105805237930552,6.32220610902021
2846,5488.931031,33881,68,11,83,0,9,65.659137,8.610488803522871,4.184476768520729
2847,7234.142952,86448,90,25,79,0,6,59.853369,8.886567173444801,4.091897721146536
2848,5205.751205,25237,69,23,52,0,9,378.345883,8.557519294362587,5.93580881162236
2849,4697.152892,0,67,10,75,0,7,482.4,8.454711836487217,6.178773645412976
2850,6207.171358,49419,77,3,34,0,4,203.296071,8.733460573250238,5.314663394328513
2851,6615.815683,90414,83,7,49,1,6,398.4,8.797218377034918,5.987456525710443
2852,9708.504642,39930,86,22,64,1,2,412.8,9.180757547572108,6.022963214167353
2853,10831.13004,23202,96,29,59,0,2,460.8,9.290179678041937,6.132964109381682
2854,4626.801093,79487,114,20,87,0,1,547.2,8.439620999653604,6.3048143663083405
2855,6748.231188,68423,85,14,81,0,7,324.413656,8.817035703304242,5.782019417532797
2856,2542.06388,84495,63,15,61,0,1,302.4,7.840731581252691,5.711750644305378
2857,5450.394878,43091,69,2,36,1,6,330.138332,8.603443339711475,5.79951175450462
2858,7243.865476,41951,91,30,56,0,7,40.536151,8.88791024842778,3.7021941932505467
2859,8306.550901,89834,105,17,14,0,3,504.0,9.02479974765944,6.222576268071369
2860,2734.514945,92157,69,19,33,0,1,270.381385,7.9137093481220475,5.599833499343437
2861,11030.66148,35773,93,25,89,0,2,446.4,9.308434081437575,6.101215411067101
2862,3402.39442,0,99,16,20,0,1,475.2,8.132234703919268,6.1637357680484355
2863,6945.016955,15850,61,28,14,0,2,314.528138,8.845779696510158,5.751073541136793
2864,2568.843396,11167,73,0,99,3,1,350.4,7.851211036123735,5.859075359062237
2865,5764.648599,21195,72,23,10,0,9,345.6,8.659499476638958,5.845282036929901
2866,5403.546122,27430,68,25,12,0,4,184.955105,8.594810706285584,5.220113119952143
2867,4899.231772,0,63,21,78,0,7,302.4,8.496833690582767,5.711750644305378
2868,9048.983447,0,119,9,8,0,3,571.2,9.110407704086558,6.347739411025374
2869,8093.898245,59839,107,8,52,2,8,513.6,8.99886575369877,6.2414447523757515
2870,2496.766693,0,73,13,33,0,1,350.4,7.822751850992553,5.859075359062237
2871,2602.24525,38166,67,25,5,1,1,236.842746,7.864129909050459,5.467396401921644
2872,6751.437153,0,95,14,78,0,9,456.0,8.817510672759683,6.1224928095143865
2873,3621.68883,13457,94,31,28,0,1,285.825083,8.194695723653949,5.655380025815466
2874,6896.088021,0,68,10,53,0,2,326.4,8.838709576328194,5.788123623089952
2875,5438.696611,52721,136,34,29,0,1,550.127548,8.601294717576687,6.310150156795149
2876,14472.583,22012,185,5,69,0,5,75.698305,9.580011310951397,4.326755769175548
2877,2359.423599,19864,63,22,96,0,1,352.394515,7.7661726304769045,5.864751329241688
2878,5323.267311,55289,67,10,71,0,3,134.124254,8.579842550021958,4.898766638959626
2879,7390.903278,30449,92,23,47,0,3,501.092992,8.908005236242758,6.216791696635396
2880,11447.5071,27362,144,23,28,0,8,422.78411,9.345527264753814,6.046861670508375
2881,5754.853121,29460,72,3,18,0,5,29.303915,8.657798798849406,3.3777211248444057
2882,10244.2435,0,94,23,34,0,2,451.2,9.234471217048627,6.1119107001838495
2883,4645.569555,42532,118,13,32,0,1,200.641734,8.443669260523365,5.301520899751709
2884,4887.344366,66707,61,19,24,0,8,71.980757,8.494404360512956,4.2763988194058085
2885,2497.808174,68041,64,10,47,0,1,165.570243,7.823168895903413,5.1093955337756265
2886,2369.111588,0,65,8,91,0,1,468.0,7.7702703064686185,6.148468295917647
2887,4490.597249,0,64,26,11,1,7,307.2,8.409740989484899,5.727499001273517
2888,3719.247732,40968,97,29,53,1,1,465.6,8.221276704236804,6.1433268964172285
2889,4198.030023,39913,106,16,61,0,1,344.765129,8.342370652093928,5.842863399684432
2890,2420.711888,31710,62,5,29,0,1,199.551735,7.791816944486675,5.296073526019712
2891,4462.997006,0,73,35,52,3,5,350.4,8.40357579377984,5.859075359062237
2892,6291.655714,89113,78,18,68,0,8,219.362643,8.74697954462641,5.390726264428509
2893,4270.034394,0,122,27,2,0,1,725.870693,8.359377160991167,6.587371890146111
2894,2460.665175,0,67,30,13,0,1,321.6,7.808186988717369,5.773308537304811
2895,19435.62924,38688,249,22,6,0,3,2294.631639,9.874863219402293,7.738327603729845
2896,7374.077921,0,110,19,87,4,3,528.0,8.905726145730394,6.269096283706261
2897,18269.53692,0,127,18,97,0,2,609.6,9.812990302581202,6.412803004372437
2898,11925.71535,28014,104,14,37,0,2,631.594469,9.386452301378752,6.448247525218381
2899,4223.274671,14170,109,9,10,0,1,523.2,8.34836609449536,6.259963800142989
2900,10298.38586,64825,129,1,78,0,4,359.484342,9.239742449315662,5.884670621275145
2901,5229.741907,77357,67,24,38,0,8,29.884537,8.562117207275323,3.3973411894341026
2902,2402.81597,21629,62,19,54,0,1,298.626189,7.784396649366438,5.699192587220299
2903,3933.813993,25927,103,6,20,0,1,674.973614,8.277364715929808,6.514673599738111
2904,4299.838835,44388,113,10,74,1,1,496.843023,8.366332820746694,6.20827412711123
2905,7635.554626,54539,63,5,74,0,2,287.453171,8.940570857581514,5.66105996349219
2906,2722.210707,17576,71,29,70,0,1,398.502948,7.909199589106019,5.987714895944437
2907,7291.599536,84629,90,19,17,0,5,411.671832,8.894478216023897,6.020226507683671
2908,58753.88046,24964,185,0,84,0,2,888.0,10.981112480208154,6.78897174299217
2909,5261.037541,43573,66,30,64,0,5,409.684798,8.568083537420991,6.0153880786654845
2910,16938.29858,0,69,24,99,0,2,340.780156,9.73733252514528,5.831237565560332
2911,10575.94816,0,105,7,91,0,2,756.0,9.266337660415308,6.628041376179533
2912,5552.331515,35011,70,7,91,0,8,215.728468,8.621973211319,5.374020524287867
2913,7150.225367,63651,92,19,10,0,3,224.711836,8.874899155051454,5.414818852481369
2914,8717.049833,83846,74,22,94,3,2,355.2,9.073036137755588,5.872681011118015
2915,6847.588918,0,191,2,70,0,1,1317.008182,8.831651886522073,7.1831179143283865
2916,5418.726537,39133,67,25,26,0,3,90.524457,8.59761611055408,4.505620057290716
2917,3528.044252,31278,92,24,95,4,1,441.6,8.168498960131918,6.090404494962885
2918,16468.22079,0,63,4,52,0,2,685.12694,9.70918779001391,6.529604134962344
2919,7285.030983,44788,61,6,48,0,2,386.031248,8.893576971605848,5.95591831955616
2920,16963.83934,0,117,26,33,0,2,561.6,9.738839259905918,6.330789852711601
2921,5807.659307,62447,74,9,2,0,7,133.977857,8.666932895521025,4.897674540027586
2922,5068.264582,31475,64,6,3,1,3,22.962412,8.530753746471378,3.1338586181985715
2923,8797.829644,80780,109,26,11,0,3,3.55,9.082260338684145,1.2669476034873244
2924,4439.900652,88613,111,5,59,0,1,359.36848,8.398387279500255,5.88434826877834
2925,2404.459452,45949,62,0,70,0,1,110.556062,7.785080397194369,4.705522740716404
2926,5066.634057,35596,64,11,92,0,3,307.2,8.530431982027125,5.727499001273517
2927,5890.528762,76875,73,21,4,0,9,17.375878,8.681101045451607,2.855082922548239
2928,2410.498573,41842,61,1,14,0,1,292.8,7.787588881852139,5.679489782087156
2929,5288.240125,28884,72,27,9,1,3,518.4,8.573240789918096,6.250747145038065
2930,26413.54751,24631,83,25,87,1,2,398.4,10.181632320768747,5.987456525710443
2931,16236.47626,0,74,24,54,2,2,680.753091,9.695015611108266,6.523199672123803
2932,5534.576395,71560,69,14,46,0,5,178.700204,8.618770310145354,5.185709563742795
2933,9202.638441,0,80,8,71,0,2,384.0,9.1272455089868,5.950642552587727
2934,2592.437797,72421,65,8,23,0,1,312.0,7.860353946373213,5.7430031878094825
2935,8019.856041,54702,199,5,42,0,1,955.2,8.989675750699456,6.861920742638338
2936,6943.741598,0,76,4,43,5,2,547.2,8.845596043378206,6.3048143663083405
2937,13367.86562,57335,67,22,18,0,2,407.887715,9.50060901786085,6.010991928194065
2938,5885.335302,0,67,9,20,3,2,482.4,8.680218993772257,6.178773645412976
2939,3479.760165,35033,87,26,53,0,1,490.638202,8.15471865229011,6.195706996709677
2940,9103.8997,65733,113,13,6,0,3,684.948527,9.116458139170097,6.529343692373151
2941,4813.284447,0,69,30,44,0,3,472.611522,8.479134967286686,6.1582737444810105
2942,9575.7578,0,88,3,64,0,2,633.6,9.16698995452029,6.451417840500216
2943,13736.1325,16181,181,22,79,0,8,1261.319869,9.527785048715995,7.139913966763809
2944,8090.884414,86180,69,11,43,4,2,48.051339,8.998493325956199,3.8722700018334404
2945,8267.119555,36881,104,5,25,0,3,499.2,9.02004142686336,6.213006817055218
2946,2489.16729,47888,64,23,16,1,1,545.083116,7.819703511840604,6.30093828945734
2947,2395.57,21986,63,1,9,0,1,333.696228,7.781376477353136,5.810231082127365
2948,3863.309585,47199,100,3,65,3,1,480.0,8.259279500537216,6.173786103901937
2949,5173.485319,0,69,30,69,0,9,331.2,8.551301883310236,5.8027224225111045
2950,4984.618655,86305,62,1,99,0,5,80.73124,8.514112180974292,4.39112561313041
2951,2396.192355,39062,61,2,20,0,1,346.991025,7.781636237732468,5.849298915059052
2952,2631.87754,16976,69,23,54,0,1,238.952528,7.875452764007154,5.476264904587371
2953,6993.838856,0,65,29,35,2,2,468.0,8.852784877037614,6.148468295917647
2954,15055.53836,83283,193,11,46,1,3,273.702709,9.6195011998248,5.612042513695862
2955,3401.881747,41972,86,20,23,0,1,691.709371,8.13208401250452,6.539165883295599
2956,4126.61326,34080,107,11,48,1,1,220.644418,8.32521231564505,5.396552437412326
2957,4462.997006,0,73,35,52,3,5,350.4,8.40357579377984,5.859075359062237
2958,9320.090224,40269,81,0,71,2,2,329.980754,9.139927588319475,5.799034331547657
2959,3663.740198,61894,91,3,21,0,1,436.8,8.206239816620636,6.079475424430695
2960,4962.208409,23300,63,3,35,1,4,339.906034,8.509606164377386,5.828669208824583
2961,2816.758764,66023,70,11,94,0,1,265.629611,7.943342128426672,5.582102898586838
2962,4330.769101,39660,107,3,46,0,1,416.8496,8.373500426701769,6.032725485278377
2963,8262.879764,0,76,4,51,1,2,32.508635,9.019528445463765,3.4815057463534336
2964,4666.643522,60466,117,14,3,0,1,784.186389,8.448195360345558,6.664646733165906
2965,5876.054314,32848,74,2,59,0,5,250.454012,8.67864078061388,5.523275318840822
2966,8427.723769,20662,72,10,99,0,2,373.324673,9.039281998995403,5.92244847803054
2967,13023.9329,64985,108,23,94,0,2,16.425514,9.474543936202023,2.7988358576405474
2968,8209.59982,68022,103,3,26,0,3,494.4,9.01305945826215,6.203344906143481
2969,2464.238061,72834,65,12,81,3,1,91.941259,7.809637935652002,4.521149883997615
2970,2727.520769,74592,67,9,30,0,1,321.6,7.911148332343679,5.773308537304811
2971,3086.013544,73938,76,34,48,0,1,53.095599,8.034635421766358,3.9720940434571115
2972,22067.728,15999,83,2,43,0,2,398.4,10.00187154877712,5.987456525710443
2973,4836.054291,0,69,12,89,0,8,632.081402,8.483854438098467,6.44901818648568
2974,6912.03963,0,96,11,55,0,5,460.8,8.8410200439744,6.132964109381682
2975,2570.761765,0,72,0,93,3,1,345.6,7.85195754058429,5.845282036929901
2976,2991.696011,0,80,9,96,0,1,576.0,8.003595733331073,6.3561076606958915
2977,8253.266591,62375,103,35,71,1,3,411.228571,9.018364351385285,6.019149193731084
2978,10477.77713,61427,88,24,12,0,2,422.4,9.257011829461362,6.045952732392052
2979,16373.7273,64396,103,2,46,0,2,355.409311,9.703433335345526,5.873270114026782
2980,5184.94945,49312,65,30,55,1,4,230.104769,8.553515371339344,5.438534722597948
2981,10634.83711,0,61,35,71,0,2,292.8,9.271890411108954,5.679489782087156
2982,15114.40241,28513,100,4,22,1,2,480.0,9.623403370209685,6.173786103901937
2983,11875.89915,0,108,23,55,0,2,518.4,9.382266343931123,6.250747145038065
2984,4369.496687,97321,110,35,46,0,1,74.744643,8.382403106856989,4.314077544150858
2985,7432.856752,58839,65,4,65,3,2,18.965718,8.913665552643987,2.9426330336385624
2986,2558.762931,0,72,4,14,0,1,518.4,7.847279190602202,6.250747145038065
2987,5452.171237,88567,67,9,89,0,9,321.6,8.603769200430316,5.773308537304811
2988,2968.077571,91646,74,12,10,0,1,57.678779,7.995669739727409,4.0548893242366875
2989,15700.28436,0,211,31,52,0,5,1012.8,9.661434103274289,6.9204740513899115
2990,7477.176362,48552,94,5,54,0,9,262.746281,8.919610507989361,5.571188855517974
2991,9407.452895,31485,118,17,79,0,6,294.905685,9.14925751527993,5.686655593356679
2992,4428.038374,0,64,6,47,0,8,628.801638,8.395711960005972,6.443815846073436
2993,10053.55227,16511,135,35,4,0,5,972.0,9.21568131073655,6.879355804460439
2994,2907.898828,51020,73,16,88,0,1,350.4,7.975186047126596,5.859075359062237
2995,7644.763153,43838,97,11,37,0,7,465.6,8.94177613724231,6.1433268964172285
2996,9709.746073,0,133,11,30,0,7,827.085431,9.180885409862066,6.717907991985837
2997,8439.615236,22454,110,5,75,2,3,556.097027,9.040691998399172,6.320942788018465
2998,4209.682602,57933,105,10,64,0,1,533.255723,8.345142532385418,6.279001089595791
2999,8556.418397,0,124,7,2,3,6,595.2,9.054436970011823,6.388897483518882
3000,26770.44534,26335,113,32,7,1,2,355.818306,10.195053772162353,5.874420224161167
3001,16265.58682,85322,134,32,55,0,2,735.491986,9.69680691695322,6.600539643993008
3002,3624.901612,37843,92,2,17,0,1,354.455466,8.195582425403197,5.870582713257027
3003,2519.918897,0,67,11,26,0,1,482.4,7.831981996257403,6.178773645412976
3004,4819.183706,74730,61,18,84,0,6,421.235276,8.480359837100707,6.04319152793997
3005,3028.780121,0,94,27,52,1,1,483.881752,8.01591521710811,6.181840562817506
3006,2316.796105,0,64,2,80,0,1,307.2,7.747940520991779,5.727499001273517
3007,13869.92705,28432,118,1,59,0,2,612.300581,9.537478253742053,6.417223307364726
